"DHIScode","MFL Code","name","is_surge","WardDHISCode","wardname","SubCountyDHISCode","subcounty","CountyDHISCode","County","Partner"
"bf8MfoVR8pB","15452","Our Lady Of Lords Dispensary","","w6dTkyKAgzB","TAPSAGOI WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","No Partner"
"Sff6o7mHUJD","15478","Railways Dispensary (Eldoret West)","","HglOFYGPmKB","Kuinet/Kapsuswa Ward","lmr1q6dTaso","Soy","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"zL8btjZbnu9","15525","Sambut Dispensary","","P1RSkho9WMu","KAMAGUT WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"HWThgwECjg6","15537","Segero Dispensary","","LXgF3A1KBLn","Segeroi/Barsombe Ward","lmr1q6dTaso","Soy","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"FMpOqefffNe","15616","Sosiani Health Centre","","P1RSkho9WMu","KAMAGUT WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"QbU1gBuwzxH","15623","Soy Health Centre","1","m7g3tve46XL","SOY WARD","lmr1q6dTaso","Soy","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"VjweN93W49Z","15648","St Kevina Dispensary","","w6dTkyKAgzB","TAPSAGOI WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","No Partner"
"d4bHf5fofRu","16358","Starlight Mti Moja","","Itj44Rse7au","Kapsaos Ward","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"0","15675","Stgetrude Dispensary","","","","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","No Partner"
"XeKwwQVklht","15680","Sugoi B Dispensary","","P1RSkho9WMu","KAMAGUT WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"0","15709","Tarakwa Dispensary (Eldoret West)","","","","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","HJF-South Rift Valley"
"Z14OnPJeQBJ","15715","Tegego Dispensary","","tSBIbHLo6tl","KIPSOMBA WARD","lmr1q6dTaso","Soy","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"g1sQi5lt96i","15753","Turbo Health Centre","1","w6dTkyKAgzB","TAPSAGOI WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"JKMuXj9iqMy","15760","Umoja Medical Clinic (Eldoret West)","","U9vp5b6AuGm","KIPLOMBE WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"XqkFtJhq4Db","15779","West Health Centre","1","U9vp5b6AuGm","KIPLOMBE WARD","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"FiVYprOCJvG","15788","Ziwa Sub-District Hospital","1","DUsGbpnzvet","Ziwa Ward","lmr1q6dTaso","Soy","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"sxSzjDL1zPB","14182","8th Street Clinic","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"ZvR2y31tYLn","14184","Acacia Medicare Centre","","nioMzFVoQ7l","Ngong Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"nTQaQUexWWX","14187","Afya Frank Medical Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"ekzOGVh8Bb8","14189","Aga Khan University Hospital O/R Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"T1uXrFqADc3","14204","Andrea Dispensary","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"XD3ZtzdMcNW","14245","Batian Medical Centre","","L6v0cndEtYB","Kitengela Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"vG1iOKniT2c","16667","Beacon of Hope Clinic (Kajiado)","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","AMREF REACH90"
"hk86L54VUkH","14250","Bethelm Clinic","","RZsWJRZ4mIG","Ongata rongai Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"pDCYtQMYzkW","14259","Bisil Health Centre","1","quFXokobrnW","Matapato north Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"GBo3EeMQY6i","14266","Bonzina Medical Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"I28fQeEU1Av","14268","Border Medical Care","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"RQeuJ3VvNFs","16668","Ray Drop In Centre","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"utQKocY2EWu","14439","Elite Medical Clinic","","xPtYtS4uaVJ","Kirimukuyu Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"dElavXVwO7j","14441","Emaroro Dispensary","","ZvbwkucYq4T","Imaroro Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"WrPccSa6unz","14445","Embul - Bul Catholic Dispensary","","xvmwT1IuPuK","Oloolua Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"CliTX68kx8H","14448","Emotoroki Dispensary","","quFXokobrnW","Matapato north Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"eMNKy1TqKrE","14451","Emurua Dikir Dispensary","","quFXokobrnW","Matapato north Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"mNnJnNeH8ES","14460","Enkirgir Dispensary","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"d96sBCgxXJv","14463","Enkorika Health Centre","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"lC6sEfdURfO","14469","Entasopia Health Centre","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"jICnfZlW4cG","14475","Ereteti Dispensary","","L6v0cndEtYB","Kitengela Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"h9UGOZkDUQs","16427","Esonorua Dispensary (CDF)","","ZwZ7vxnP9WF","Keekonyokie Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"xxV4wmw5vPj","14486","Ewuaso Kedong Dispensary","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"j1cuuNQ8Ij7","14494","Fatima Maternity Hospital","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"i9j0ml6TgJK","14503","Fr Andrian Heath Centre","","ZvbwkucYq4T","Imaroro Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"WqgsRsVlbaG","14517","GK Prison Dispensary (Athi River)","","oXm4Fpl0iEr","Oloosirkon/sholinke Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Healthstrat TACT programme"
"pK3jMXrh9YP","14529","Gloria Health Services","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"h3rApxDI2hL","14530","Good Health Clinic (Kajoado)","","nioMzFVoQ7l","Ngong Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"Tp0QM7ZzQM3","14534","Grace Medical Centre","","oXm4Fpl0iEr","Oloosirkon/sholinke Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"ow2q63AEoPv","14541","GSU Field Dispensary (Kajiado)","","bSdHZBeB5bQ","Magadi Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","EGPAF ZUIA"
"EXdPhN2fRhF","14543","Health For All (ACK) Clinic","","yS9HZLzM3Ah","Ildamat Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"iN5SsRz5F8X","14544","Healthway Medical Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"OyBxucJIiFA","14546","Helmon Clinic","","ZvbwkucYq4T","Imaroro Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"Hn4pm844ZCz","16724","Hope Nursing Home","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"IIUvFyFanGx","14556","Icross Dispensary","","ZwZ7vxnP9WF","Keekonyokie Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"w404yJQIhG9","14565","Ilkilinyet Dispensary","","KONREaUfSht","Kenyawa-poka Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"Ll2Ai98lCDU","15041","Ilpolosat Dispensary","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"zDGztuhkhx7","14582","Isinya Health Centre","1","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"QVNxpxLs2SH","14583","Isinya Medical Care","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"LpDw838YafM","14591","Jamii Medical Clinic (Kajiado)","","yS9HZLzM3Ah","Ildamat Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"iA2KWGFBPEL","14599","Josdidas Medicare","","ZwZ7vxnP9WF","Keekonyokie Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"eSc3m5tl4kf","14600","Joster Medical Clinic","","ZwZ7vxnP9WF","Keekonyokie Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"U4u9CiZVw4v","14602","June Mar Maternity And Medical Centre","","nioMzFVoQ7l","Ngong Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"E5KIT8GkN4q","14650","Kajiado (AIC) Dispensary","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"ajt8L2X9gU7","14651","Kajiado Christian Medical Centre","","yS9HZLzM3Ah","Ildamat Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"tGLKciw2MGf","14652","Kajiado District Hospital","1","yS9HZLzM3Ah","Ildamat Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"SABoD4mV2BY","14852","Kibini Hill (PCEA) Dispensary","","KONREaUfSht","Kenyawa-poka Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"KEvtKVjSBS1","16428","Kilinito Dispensary (CDF)","","MMPnyemUFot","Iloodokilani Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"P0V9xTLN89P","14891","Kipeto Dispensary","","ZwZ7vxnP9WF","Keekonyokie Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"Fht0iSghDI4","14942","Kiserian Medical Clinic","","ZwZ7vxnP9WF","Keekonyokie Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"AW4Fs3TsAtO","14950","Kitengela Health Centre","1","oXm4Fpl0iEr","Oloosirkon/sholinke Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"PHJHqpSpfRc","14951","Kitengela Medical Services","1","L6v0cndEtYB","Kitengela Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"LZZCvSS7y7s","14955","Kkit Nursing Home","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"PAeubfEuL2x","14956","Kkit Nursing Home Annex","","oXm4Fpl0iEr","Oloosirkon/sholinke Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"uKlwB9Q57T3","14957","KMG Dispensary","","MMPnyemUFot","Iloodokilani Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"JvlC1RFRgnA","15000","Kumpa Cmf Dispensary","","PPE8hAClees","Matapato south Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"zGQRH2PeC5v","15046","Lodariak Dispensary","","ZwZ7vxnP9WF","Keekonyokie Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"hNV2L5zVBAE","15087","Lorngoswa Dispensary","","quFXokobrnW","Matapato north Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"Oa6sKaktJ5F","15095","Loving Care (MCK) Health Centre","","KONREaUfSht","Kenyawa-poka Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"IBWFnw3Zq5h","15103","Maasai Medical Centre","","oXm4Fpl0iEr","Oloosirkon/sholinke Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"hnveIA9HE5L","15107","Magadi Hospital","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"UY8nK9KsUAn","15109","Mailwa Dispensary","","PPE8hAClees","Matapato south Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"oURVOdCUf6Z","15120","Manyatta Medical Clinic","","w6TKm6OEgE7","Isukha North Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"FdXrUkyzjRc","15122","Maparasha Dispensary","","quFXokobrnW","Matapato north Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"F1skLWiE32v","15143","Mars Associate Medical Centre","","RHwexebB7PD","Olkeri Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"RFhDgy6Fjq4","15150","Mashuru Health Centre","","ZvbwkucYq4T","Imaroro Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"qXsAxUYj0Ji","15153","Matasia Nursing Home","","RHwexebB7PD","Olkeri Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"rsdEvozVRXa","15161","Mawawepi Medical And VCT Centre","","oXm4Fpl0iEr","Oloosirkon/sholinke Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"ToCPzsCXUMU","15180","Merueshi Maasai Naratisho Community Dispensary","","KONREaUfSht","Kenyawa-poka Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"NllZFLIZezD","15182","Meto Dispensary","","PPE8hAClees","Matapato south Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"ZurXycAWIS6","15184","Mid Hill Medical Clinic Ngong","","nioMzFVoQ7l","Ngong Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"QOKaVUPEWEt","15185","Mile 46 Health Centre","","MMPnyemUFot","Iloodokilani Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"wD1b717h4bp","15210","Moka Clinic","","RHwexebB7PD","Olkeri Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"vi6T7toguA4","15226","Mosiro Dispensary (Kajiado)","","gV7ZuBU4q7U","Mosiro Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"rHeKd2QIbD1","16431","Murantawa Dispensary (CDF)","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"hsxYSqOb4kI","15283","Najile Dispensary","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"T8ykBEN4kyI","15294","Namanga Health Centre","1","PPE8hAClees","Matapato south Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"FpgBtoh7jlY","15295","Namayiana Clinic","","yS9HZLzM3Ah","Ildamat Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"bcygDOpSN6v","15300","Namucha Diapensary","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"gGSIVbEEoQQ","15313","Nasaroni Medical Clinic","","ZwZ7vxnP9WF","Keekonyokie Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"cPuVfA3GFO4","15334","New Life Mission Rotary Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"u3Y9hgTsFgT","15335","Ngai Murunya Health Service","","pp24Rb9gQ9W","Nkaimurunya Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"EqBjedvUM2y","15340","Ngatataek Dispensary","","quFXokobrnW","Matapato north Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"wzmE8j5400n","15350","Ngong Hills Hospital","","nioMzFVoQ7l","Ngong Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"WzIfzN4cqMu","15351","Ngong Sub-District Hospital","1","nioMzFVoQ7l","Ngong Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"tlOfyhGYOuM","15393","Oldonyo Nyokie Disp","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"GbFdfgzr6bZ","15395","Oldorko Dispensary","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"tiZyhMxJYhw","15403","Olgumi Dispensary","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"Gzs7DnjBUF9","15409","Olkiramatian Dispensary","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"k4AgISnt0Mx","15413","Ol-Malaika Health Centre","","ZwZ7vxnP9WF","Keekonyokie Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"PoxejXl56HY","16429","Olnarau Dispensary (CDF)","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"lwBNLMC04u2","15418","Oloika Dispensary","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"CEgezsmC9GZ","15419","Oloiyangalani Dispensary","","yS9HZLzM3Ah","Ildamat Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"Yi9MrZegvU6","15424","Olooltepes Dispensary","","RHwexebB7PD","Olkeri Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"eBROGhHVg5V","15425","Olooseos Dispensary","","ZwZ7vxnP9WF","Keekonyokie Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"QQR2VgVFaLX","15429","Olosho-Oibor Dispensary","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"nYiQ82Gj5OY","15433","Oltepes Health Clinic","","ZwZ7vxnP9WF","Keekonyokie Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"T8zNY6153DF","15434","Oltepesi Dispensary","","ZwZ7vxnP9WF","Keekonyokie Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"QDqBywOY7sW","15438","Ongata Medical Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"nTGZm5lNyzY","15440","Ongata Rongai Health Centre","1","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"VYnxIPQb6A1","15441","Ongatta Cottage Medical Clinic","","RZsWJRZ4mIG","Ongata rongai Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"zXLs3UbUByu","15443","Orinie (AIC) Clinic","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"PezGN4k0Uvg","15450","Osotua Medical Clinic","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"hslIwE7ByFi","15455","Pakase Medical Clinic","","bSdHZBeB5bQ","Magadi Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"iPv9jLFSrBi","16430","Pakasse Dispensary (CDF)","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"mUzI2Wdb062","15460","Peka Maga Clinic","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"HVrpia1djh0","16426","Pelewa Dispensary (CDF)","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"pAlFkEIbrIP","15482","Rehema Dental Health","","RZsWJRZ4mIG","Ongata rongai Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"NLikRSlmjSl","15488","Robana Medical Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"IY5thGnuQg4","15493","Rongai Diagnstic Laboratory","","RZsWJRZ4mIG","Ongata rongai Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"E6taSeZfcer","15494","Rongai First Medical Centre","","RZsWJRZ4mIG","Ongata rongai Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"hvTP3rYMb28","15496","Rongai Uzima Medical Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"q3ggAdOK619","15504","Rusana Medical Clinic","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"f6ZId6HbVYD","15513","Saikeri Dispensary","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"jLJ82pj6ggd","15515","Sajiloni Dispensary","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"CdCVE8mypER","15519","Salama Clinic","","xvmwT1IuPuK","Oloolua Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"ZrwEr6sWZZK","15523","Samaria (AIC) Mission Dispensary","","PPE8hAClees","Matapato south Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"WmresGqP6d0","15526","Sancta Maria Clinic","","nioMzFVoQ7l","Ngong Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"hk7CLAgs5Hy","15560","Shompole Dispensary","","bSdHZBeB5bQ","Magadi Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"OB7eizCdbGR","15572","Siloam Medical Clinic (Kajiado)","","ZwZ7vxnP9WF","Keekonyokie Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"heqPEgGraSS","15574","Simba Health Centre","1","KONREaUfSht","Kenyawa-poka Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"ZFHzmizVuxy","15581","Sinai Mount Hospital","","","","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"Xt8Nl9mD3iF","15582","Singiraine Dispesary","","MMPnyemUFot","Iloodokilani Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"lG07ZJsyqmr","15600","Snkitok Joy Nursing Home","","ZwZ7vxnP9WF","Keekonyokie Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","Afya Nyota ya Bonde"
"RWZkQrlNwQr","15633","St Camellus Medical Clinic","","RZsWJRZ4mIG","Ongata rongai Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
